,coords,col_2,type,nom,dict
4913,"[49.3643, 2.10783]","[0.00942464, 0.999956]",AR,Auteuil,{'roadname': 'A16'}
4914,"[49.3643, 2.10783]","[-0.11476399999999999, -0.993393]",AR,Le Grand Courtil,{'roadname': 'A16'}
4915,"[49.3997, 2.12386]","[0, 1]",EC,Beauvais Centre,"{'numero': '14', 'roadname': 'A16'}"
4916,"[49.2159, 2.62759]","[0.766044, 0.642788]",BA,Barri&egrave;re de Chamant,{'roadname': 'A1'}
4917,"[49.2056, 2.61105]","[0, 1]",EC,Senlis-Bonsecours,"{'numero': '8', 'roadname': 'A1'}"
4918,"[49.2174, 2.63036]","[0, 1]",EC,Senlis-Chamant,"{'numero': '8', 'roadname': 'A1'}"
4919,"[49.3203, 2.68725]","[0, 1]",EC,Pont-Sainte-Maxence,"{'numero': '9', 'roadname': 'A1'}"
4920,"[49.3435, 2.6978400000000002]","[0.195261, 0.9807509999999999]",AR,Chevri&egrave;res,{'roadname': 'A1'}
4921,"[49.3531, 2.70152]","[-0.051987399999999996, -0.998648]",AR,Longueil-Sainte-Marie,{'roadname': 'A1'}
4922,"[49.2867, 2.69273]","[-0.019371899999999997, 0.9998119999999999]",AR,Roberval Est,{'roadname': 'A1'}
4923,"[49.2867, 2.69273]","[0.17227299999999998, -0.985049]",AR,Roberval Ouest,{'roadname': 'A1'}
4924,"[49.0561, 3.32241]","[-0.766044, -0.642788]",AR,La Talmouse,{'roadname': 'A4'}
4925,"[49.0792, 3.39614]","[0, 1]",EC,Ch&acirc;teau-Thierry,"{'numero': '20', 'roadname': 'A4'}"
4926,"[49.4148, 2.69416]","[-0.039783, -0.999208]",AR,Bois d&apos;Arsy,{'roadname': 'A1'}
4927,"[49.4148, 2.69416]","[0.0219894, 0.9997579999999999]",AR,Remy,{'roadname': 'A1'}
4928,"[49.3967, 2.69748]","[0, 1]",EC,Compi&egrave;gne Ouest,"{'numero': '10', 'roadname': 'A1'}"
4929,"[49.1264, 3.53714]","[-0.9693600000000001, -0.24564599999999998]",AS,Tardenois Nord,{'roadname': 'A4'}
4930,"[49.1264, 3.53714]","[0.8798969999999999, 0.475164]",AS,Tardenois Sud,{'roadname': 'A4'}
4931,"[49.1987, 3.76009]","[-0.592576, -0.805515]",AR,Lh&eacute;ry,{'roadname': 'A4'}
4932,"[49.1887, 3.75339]","[0.22257000000000002, 0.9749169999999999]",AR,Romigny,{'roadname': 'A4'}
4933,"[49.1567, 3.71875]","[0, 1]",EC,Dormans,"{'numero': '21', 'roadname': 'A4'}"
4934,"[49.2437, 3.92143]","[-0.955793, -0.29404]",AS,Gueux,{'roadname': 'A4'}
4935,"[49.2437, 3.92143]","[0.998392, 0.056692799999999995]",AS,Vrigny,{'roadname': 'A4'}
4936,"[49.1202, 4.24394]","[-0.8660249999999999, 0.5]",AS,Reims Champagne Nord,{'roadname': 'A4'}
4937,"[49.1202, 4.24394]","[0.8660249999999999, -0.5]",AS,Reims Champagne Sud,{'roadname': 'A4'}
4938,"[49.0551, 4.28749]","[0, 1]",BI,Jonction A4/A26 Sud,{'roadname': 'A4'}
4939,"[49.1753, 4.16441]","[-0.702898, 0.7112900000000001]",AR,La Vesle,{'roadname': 'A4'}
4940,"[49.1753, 4.16441]","[0.600699, -0.7994749999999999]",AR,L&apos;Esp&eacute;rance,{'roadname': 'A4'}
4941,"[49.2497, 3.95569]","[-0.965926, -0.25881899999999997]",BA,Barri&egrave;re de Thillois,{'roadname': 'A344'}
4942,"[49.2496, 3.95575]","[0.965926, 0.25881899999999997]",BA,Barri&egrave;re de Thillois,{'roadname': 'A344'}
4943,"[49.2462, 3.96235]","[0.5, -0.8660249999999999]",BA,Barri&egrave;re d&apos;Ormes,{'roadname': 'A26'}
4944,"[49.2508, 3.96055]","[0, 1]",BI,Jonction A26/A344 - Reims centre - Tinqueux,{'roadname': 'A344'}
4945,"[49.2438, 3.9644500000000003]","[0, 1]",BI,Jonction A4/A26 Nord,{'roadname': 'A4'}
4946,"[49.2475, 3.94042]","[0, 1]",BI,Jonction A4/A344 - Reims centre - Tinqueux,{'roadname': 'A344'}
4947,"[49.2477, 3.9509]","[0, 1]",BI,Jonction A4/A344 - Reims Centre - Tinqueux,"{'numero': '22', 'roadname': 'A4'}"
4948,"[49.2508, 3.96056]","[0, 1]",BI,Reims Centre - Tinqueux,"{'numero': '16.1', 'roadname': 'A26'}"
4949,"[49.2076, 4.00917]","[0, 1]",EC,Epernay - Reims Sud,"{'numero': '23', 'roadname': 'A4'}"
4950,"[49.245, 4.029]","[0, 1]",EC,Reims-Cath&eacute;drale,{'roadname': 'A344'}
4951,"[49.2451, 4.02914]","[0, 1]",EC,Reims-Cath&eacute;drale,{'roadname': 'A344'}
4952,"[49.2525, 4.01791]","[0, 1]",EC,Reims-Centre,{'roadname': 'A344'}
4953,"[49.2525, 4.01799]","[0, 1]",EC,Reims-Centre,{'roadname': 'A344'}
4954,"[49.2544, 3.97263]","[0, 1]",EC,Reims-Tinqueux,{'roadname': 'A344'}
4955,"[49.2544, 3.9728700000000003]","[0, 1]",EC,Reims-Tinqueux,{'roadname': 'A344'}
4956,"[49.2113, 4.07807]","[0.642788, -0.766044]",BA,Barri&egrave;re de Taissy,{'roadname': 'A34'}
4957,"[49.2116, 4.07861]","[-0.642788, 0.766044]",BA,Barri&egrave;re de Taissy,{'roadname': 'A34'}
4958,"[49.206, 4.08626]","[0, 1]",BI,Jonction A4/A34 - Reims Est,{'roadname': 'A4'}
4959,"[49.2237, 4.06533]","[0, 1]",EC,Reims-Cormontreuil,{'roadname': 'A34'}
4960,"[49.2238, 4.06538]","[0, 1]",EC,Reims-Cormontreuil,{'roadname': 'A344'}
4961,"[49.2342, 4.04008]","[0, 1]",EC,Reims-Saint-R&eacute;mi,{'roadname': 'A344'}
4962,"[49.2343, 4.04025]","[0, 1]",EC,Reims-Saint-R&eacute;mi,{'roadname': 'A344'}
4963,"[49.2352, 4.0748]","[0, 1]",EC,1/2 Echangeur Taissy,"{'numero': '28.2', 'roadname': 'A34'}"
4964,"[49.2238, 4.06538]","[0, 1]",BI,Jonction A34/A344,{'roadname': 'A34'}
4965,"[49.2421, 4.07937]","[0, 1]",EC,Reims Europe,"{'numero': '27', 'roadname': 'A34'}"
4966,"[49.2311, 4.07002]","[0, 1]",EC,Reims Farman-Pompelle,"{'numero': '28', 'roadname': 'A34'}"
4967,"[49.3221, 3.98394]","[0.573576, -0.819152]",BA,Barri&egrave;re de Courcy,{'roadname': 'A26'}
4968,"[49.2851, 3.97952]","[0, 1]",EC,B&eacute;theny - Reims Nord,"{'numero': '16', 'roadname': 'A26'}"
4969,"[49.3003, 3.99553]","[0, 1]",EC,Reims - La Neuvillette,"{'numero': '15', 'roadname': 'A26'}"
4970,"[49.2806, 4.10771]","[0, 1]",EC,Witry l&egrave;s Reims,"{'numero': '25', 'roadname': 'A34'}"
4971,"[49.3518, 4.20404]","[0, 1]",EC,Isle sur Suippe,"{'numero': '22', 'roadname': 'A34'}"
4972,"[49.3393, 4.18049]","[0, 1]",EC,Les Sohettes,"{'numero': '23', 'roadname': 'A34'}"
4973,"[49.3149, 4.15103]","[0, 1]",EC,Caurel,"{'numero': '24', 'roadname': 'A34'}"
4974,"[49.3568, 3.95485]","[0.202787, -0.979223]",AR,Cauroy,{'roadname': 'A26'}
4975,"[49.3568, 3.95485]","[-0.248521, 0.9686269999999999]",AR,Loivre,{'roadname': 'A26'}
4976,"[49.4199, 4.26559]","[0, 1]",EC,Bergnicourt,"{'numero': '21', 'roadname': 'A34'}"
4977,"[49.0731, 4.78952]","[0.9555359999999999, 0.29487399999999997]",AS,Valmy Orbeval,{'roadname': 'A4'}
4978,"[49.0731, 4.78952]","[-0.948986, -0.315318]",AS,Valmy-Le Moulin,{'roadname': 'A4'}
4979,"[49.0725, 4.87998]","[0, 1]",EC,Sainte-M&eacute;nehould,"{'numero': '26', 'roadname': 'A4'}"
4980,"[49.0834, 4.95874]","[-0.8120839999999999, -0.583541]",AR,La Fontaine d&apos;Olive Nord,{'roadname': 'A4'}
4981,"[49.0834, 4.95874]","[0.861895, 0.507087]",AR,La Fontaine d&apos;Olive Sud,{'roadname': 'A4'}
4982,"[49.0918, 5.14056]","[-0.935259, 0.353965]",AR,Jub&eacute;court,{'roadname': 'A4'}
4983,"[49.0918, 5.14056]","[0.9893489999999999, -0.145565]",AR,Rar&eacute;court,{'roadname': 'A4'}
4984,"[49.0916, 5.10171]","[0, 1]",EC,Clermont en Argonne,"{'numero': '27', 'roadname': 'A4'}"
4985,"[49.0982, 5.29783]","[0.9840409999999999, 0.177944]",AR,La Rouge Haie,{'roadname': 'A4'}
4986,"[49.0982, 5.29783]","[-0.895246, -0.445573]",AR,Les Geni&egrave;vres,{'roadname': 'A4'}
4987,"[49.0964, 5.27781]","[0, 1]",EC,Voie Sacr&eacute;e,"{'numero': '28', 'roadname': 'A4'}"
4988,"[49.1096, 5.41388]","[0, 1]",EC,Verdun,"{'numero': '29', 'roadname': 'A4'}"
4989,"[49.1192, 5.5085]","[-0.9996389999999999, 0.026874799999999997]",AS,Verdun Saint-Nicolas Nord,{'roadname': 'A4'}
4990,"[49.1192, 5.5085]","[0.9654269999999999, -0.260673]",AS,Verdun Saint-Nicolas Sud,{'roadname': 'A4'}
4991,"[49.1268, 5.61908]","[0, 1]",EC,Fresnes-en-Wo&euml;vre,"{'numero': '30', 'roadname': 'A4'}"
4992,"[49.1445, 5.70881]","[-0.692647, -0.721277]",AR,Bois de la Ronce,{'roadname': 'A4'}
4993,"[49.1373, 5.69036]","[0.8129989999999999, 0.5822649999999999]",AR,L&apos;Epinotte,{'roadname': 'A4'}
4994,"[49.1959, 5.86894]","[-0.987933, -0.154883]",AR,Bois Saint-Martin,{'roadname': 'A4'}
4995,"[49.1959, 5.86894]","[0.890292, 0.45539]",AR,Le Bois de Labry,{'roadname': 'A4'}
4996,"[49.1989, 5.92445]","[0.9848079999999999, 0.173648]",BA,Barri&egrave;re de Beaumont,{'roadname': 'A4'}
4997,"[49.1985, 5.8984000000000005]","[0, 1]",EC,Jarny,"{'numero': '31', 'roadname': 'A4'}"
4998,"[49.18, 6.0535]","[0.999999, 0.00122173]",AS,Metz Saint-Privat,{'roadname': 'A4'}
4999,"[49.18, 6.0535]","[-0.949425, -0.313992]",AS,Metz Saint-Privat,{'roadname': 'A4'}
5000,"[49.1955, 5.98832]","[0, 1]",EC,Sainte Marie aux Ch&ecirc;nes,"{'numero': '32', 'roadname': 'A4'}"
5001,"[49.1986, 6.14448]","[0, 1]",EC,Sem&eacute;court,"{'numero': '34', 'roadname': 'A4'}"
5002,"[49.2072, 6.12963]","[0, 1]",EC,Marange-Silvange,"{'numero': '33', 'roadname': 'A4'}"
5003,"[49.3314, 6.05166]","[0, 1]",EC,Hayange Ouest,"{'numero': '4', 'roadname': 'A30'}"
5004,"[49.3298, 6.01631]","[-0.8660249999999999, 0.5]",AR,La Castine,{'roadname': 'A30'}
5005,"[49.3371, 5.99871]","[0.573576, -0.819152]",AR,Bois des Tillots,{'roadname': 'A30'}
5006,"[49.2936, 6.16718]","[0, 1]",EC,Uckange,"{'numero': '1', 'roadname': 'A30'}"
5007,"[49.3174, 6.08237]","[0, 1]",EC,Hayange Centre,"{'numero': '3', 'roadname': 'A30'}"
5008,"[49.3114, 6.10533]","[0, 1]",EC,1/2 Echangeur Fameck Centre,"{'numero': '2b', 'roadname': 'A30'}"
5009,"[49.3064, 6.12444]","[0, 1]",EC,Fameck Felti&egrave;re,"{'numero': '2', 'roadname': 'A30'}"
5010,"[49.4063, 5.92854]","[0, 1]",EC,Aumetz,"{'numero': '7', 'roadname': 'A30'}"
5011,"[49.3591, 5.98159]","[0, 1]",EC,Fontoy,"{'numero': '5', 'roadname': 'A30'}"
5012,"[49.3874, 5.96705]","[0, 1]",EC,Havange,"{'numero': '6', 'roadname': 'A30'}"
5013,"[49.1263, 6.24]","[0, 1]",BI,Jonction A314/A315,{'roadname': 'A315'}
5014,"[49.122, 6.2281]","[0, 1]",LI,Fin de concession A314,{'roadname': 'A314'}
5015,"[49.1215, 6.23495]","[0, 1]",LI,Fin de concession A315,{'roadname': 'A315'}
5016,"[49.1836, 6.24142]","[-0.642788, 0.766044]",AR,Charly-Oradour,{'roadname': 'A4'}
5017,"[49.1873, 6.22841]","[0.648917, -0.760859]",AR,La Crou&eacute;e,{'roadname': 'A4'}
5018,"[49.2011, 6.17531]","[0, 1]",BI,Jonction A4/A31,{'roadname': 'A4'}
5019,"[49.1288, 6.26305]","[0, 1]",BI,Jonction A4/A314,{'roadname': 'A4'}
5020,"[49.136, 6.2472]","[0, 1]",BI,Jonction A4/A315,{'roadname': 'A4'}
5021,"[49.1975, 6.20859]","[0, 1]",EC,Argancy,"{'numero': '35', 'roadname': 'A4'}"
5022,"[49.2852, 6.17337]","[0, 1]",BI,Jonction A30/A31,{'roadname': 'A30'}
5023,"[48.5207, -2.03811]","[0, 1]",EC,Pleslin-Trigavou,{'roadname': 'N176'}
5024,"[48.481700000000004, -2.04316]","[0, 1]",EC,Taden,{'roadname': 'N176'}
5025,"[48.481700000000004, -2.04316]","[0, 1]",EC,Taden,{'roadname': 'N176'}
5026,"[48.5207, -2.03811]","[0, 1]",EC,Pleslin-Trigavou,{'roadname': 'N176'}
5027,"[48.4688, -2.06015]","[0, 1]",EC,Dinan Z.I.,{'roadname': 'N176'}
5028,"[48.4688, -2.06015]","[0, 1]",EC,Dinan Z.I.,{'roadname': 'N176'}
5029,"[48.5449, -1.9223500000000002]","[0, 1]",EC,Miniac-Morvan,{'roadname': 'N176'}
5030,"[48.5412, -1.9571100000000001]","[0, 1]",EC,1/2 &eacute;changeur La Ville-&egrave;s-Nonais,{'roadname': 'N176'}
5031,"[48.535, -2.01173]","[0, 1]",EC,Saint-Georges-de-Gr&eacute;haigne,{'roadname': 'N176'}
5032,"[48.535, -2.01173]","[0, 1]",EC,Saint-Georges-de-Gr&eacute;haigne,{'roadname': 'N176'}
5033,"[48.5412, -1.9571100000000001]","[0, 1]",EC,1/2 &eacute;changeur La Ville-&egrave;s-Nonais,{'roadname': 'N176'}
5034,"[48.5449, -1.9223500000000002]","[0, 1]",EC,Miniac-Morvan,{'roadname': 'N176'}
5035,"[48.5475, -1.82253]","[0, 1]",EC,Roz-Landrieux,{'roadname': 'N176'}
5036,"[48.5444, -1.8608]","[0, 1]",EC,Plerguer,{'roadname': 'N176'}
5037,"[48.5444, -1.8608]","[0, 1]",EC,Plerguer,{'roadname': 'N176'}
5038,"[48.5475, -1.82253]","[0, 1]",EC,Roz-Landrieux,{'roadname': 'N176'}
5039,"[48.5554, -1.7233100000000001]","[0, 1]",EC,Dol-de-Bretagne,{'roadname': 'N176'}
5040,"[48.5531, -1.7608000000000001]","[0, 1]",EC,Mont-Dol,{'roadname': 'N176'}
5041,"[48.5531, -1.7608000000000001]","[0, 1]",EC,Mont-Dol,{'roadname': 'N176'}
5042,"[48.5554, -1.7233100000000001]","[0, 1]",EC,Dol-de-Bretagne,{'roadname': 'N176'}
5043,"[48.5651, -1.60472]","[0, 1]",EC,Roz-sur-Couesnon,{'roadname': 'N176'}
5044,"[48.5651, -1.60472]","[0, 1]",EC,Roz-sur-Couesnon,{'roadname': 'N176'}
5045,"[48.5619, -1.4829400000000001]","[0, 1]",BI,Jonction N175/N176,{'roadname': 'N175'}
5046,"[48.5615, -1.5320900000000002]","[0, 1]",EC,Saint-Georges-de-Gr&eacute;haigne,{'roadname': 'N176'}
5047,"[48.5615, -1.5320900000000002]","[0, 1]",EC,Saint-Georges-de-Gr&eacute;haigne,{'roadname': 'N176'}
5048,"[48.6326, -1.34111]","[0, 1]",BI,Jonction A84/N175,{'roadname': 'N175'}
5049,"[48.8164, -0.12931299999999998]","[-0.422618, 0.906308]",BA,Barri&egrave;re de Ronai,{'roadname': 'A88'}
5050,"[48.8222, -0.134053]","[0, 1]",EC,N&eacute;cy,"{'numero': '12', 'roadname': 'A88'}"
5051,"[48.8865, -0.22053299999999998]","[0, 1]",EC,Falaise,"{'numero': '11', 'roadname': 'A88'}"
5052,"[48.8556, -0.17987799999999998]","[0, 1]",EC,La Hoguette,"{'numero': '11.1', 'roadname': 'A88'}"
5053,"[48.6594, 0.078663]","[0, 1]",EC,Mortr&eacute;e,"{'numero': '15', 'roadname': 'A88'}"
5054,"[48.7221, -0.058602999999999995]","[-0.215247, 0.9765600000000001]",AS,Pays d&apos;Argentan,{'roadname': 'A88'}
5055,"[48.7221, -0.058602999999999995]","[0.267407, -0.963584]",AS,Pays d&apos;Argentan,{'roadname': 'A88'}
5056,"[48.723, -0.059182]","[0, 1]",EC,Argentan Centre,"{'numero': '13', 'roadname': 'A88'}"
5057,"[48.688, 0.009616999999999999]","[0, 1]",EC,Argentan Sud,"{'numero': '14', 'roadname': 'A88'}"
5058,"[48.634, 0.189309]","[-0.554554, 0.832148]",AR,S&eacute;es Est,{'roadname': 'A88'}
5059,"[48.6445, 0.214048]","[0.47332, 0.880891]",AR,Sources de l&apos;Orne,{'roadname': 'A28'}
5060,"[48.6329, 0.19095299999999998]","[-0.819152, 0.573576]",BA,Barri&egrave;re de S&eacute;es,{'roadname': 'A88'}
5061,"[48.63, 0.196507]","[0, 1]",BI,Jonction A28/A88,{'roadname': 'A88'}
5062,"[48.6363, 0.185659]","[0, 1]",EC,S&eacute;es,"{'numero': '16', 'roadname': 'A88'}"
5063,"[48.63, 0.196508]","[0, 1]",EC,S&eacute;es (Jonction A88),"{'numero': '17', 'roadname': 'A28'}"
5064,"[48.6565, 0.22347299999999998]","[-0.31929, -0.947657]",AR,Sources de l&apos;Orne,{'roadname': 'A28'}
5065,"[48.774, 0.30602199999999996]","[0, 1]",EC,Gac&eacute;,"{'numero': '16', 'roadname': 'A28'}"
5066,"[48.8496, 0.372708]","[0.298874, 0.954293]",AS,Haras,{'roadname': 'A28'}
5067,"[48.8496, 0.372708]","[-0.2632, -0.964741]",AS,Haras,{'roadname': 'A28'}
5068,"[49.0341, 0.44364699999999996]","[0, 1]",EC,Broglie-Orbec,"{'numero': '15', 'roadname': 'A28'}"
5069,"[49.1675, -0.27552499999999996]","[-0.9986109999999999, -0.052684499999999995]",AS,Giberville nord,{'roadname': 'A13'}
5070,"[49.1675, -0.27552499999999996]","[0.98777, -0.155917]",AS,Giberville sud,{'roadname': 'A13'}
5071,"[49.1682, -0.245114]","[0, 1]",BI,Jonction A13/A813,{'roadname': 'A813'}
5072,"[49.169200000000004, -0.301106]","[0, 1]",EC,Mondeville,{'roadname': 'A13'}
5073,"[49.1792, -0.201156]","[0, 1]",EC,Troarn,"{'numero': '31', 'roadname': 'A13'}"
5074,"[49.1365, -0.231368]","[0, 1]",LI,Jonction A813/RD613,{'roadname': 'A813'}
5075,"[49.2296, -0.076385]","[-0.906308, -0.422618]",BA,Barri&egrave;re de Dozul&eacute;,{'roadname': 'A13'}
5076,"[49.2287, -0.0802985]","[0, 1]",EC,Dozul&eacute;,"{'numero': '30', 'roadname': 'A13'}"
5077,"[49.2473, 0.055387]","[-0.8434849999999999, -0.537152]",AR,Annebault,{'roadname': 'A13'}
5078,"[49.2565, 0.08692699999999999]","[0.811778, 0.583966]",AR,Beaumont-en-Auge,{'roadname': 'A13'}
5079,"[49.259, 0.10743899999999999]","[0, 1]",EC,La Haie Tondue,"{'numero': '29', 'roadname': 'A13'}"
5080,"[49.2912, 0.201867]","[0, 1]",BI,Jonction A13/A132,{'roadname': 'A132'}
5081,"[49.3134, 0.140789]","[0, 1]",BI,Jonction A132/D677 (Canapville),"{'numero': '3', 'roadname': 'A132'}"
5082,"[49.2995, 0.186851]","[0, 1]",EC,Honfleur,"{'numero': '2', 'roadname': 'A132'}"
5083,"[49.2935, 0.19891399999999998]","[0, 1]",EC,Pont l&apos;Ev&ecirc;que,"{'numero': '1', 'roadname': 'A132'}"
5084,"[49.3242, 0.328843]","[-0.793353, -0.608761]",AS,Beuzeville nord,{'roadname': 'A13'}
5085,"[49.3209, 0.319198]","[0.7589300000000001, 0.651172]",AS,Beuzeville sud,{'roadname': 'A13'}
5086,"[49.3221, 0.30805699999999997]","[-0.766044, 0.642788]",BA,Barri&egrave;re de Quetteville,{'roadname': 'A29'}
5087,"[49.3189, 0.31387899999999996]","[0, 1]",BI,Jonction A13/A29,{'roadname': 'A29'}
5088,"[49.1405, 0.577097]","[0.9767849999999999, 0.214224]",AR,Risle et Charentonne,{'roadname': 'A28'}
5089,"[49.1405, 0.577097]","[-0.937889, -0.34693599999999997]",AR,Risle et Charentonne,{'roadname': 'A28'}
5090,"[49.141, 0.579951]","[0, 1]",EC,Bernay,"{'numero': '14', 'roadname': 'A28'}"
5091,"[49.3379, 0.364629]","[-0.9848079999999999, -0.173648]",BA,Barri&egrave;re de Beuzeville,{'roadname': 'A13'}
5092,"[49.3381, 0.369675]","[0, 1]",EC,Beuzeville,"{'numero': '28', 'roadname': 'A13'}"
5093,"[49.3381, 0.369681]","[0, 1]",EC,Beuzeville,"{'numero': '28', 'roadname': 'A13'}"
5094,"[49.4126, 0.269899]","[0, 1]",EC,La Rivi&egrave;re Saint Sauveur,"{'numero': '3', 'roadname': 'A29'}"
5095,"[49.3705, 0.22483799999999998]","[0, 1]",EC,Le Chenard,"{'numero': '1', 'roadname': 'A29Ouest'}"
5096,"[49.3901, 0.255984]","[0, 1]",EC,Le Plateau,"{'numero': '2', 'roadname': 'A29Ouest'}"
5097,"[49.4947, 0.266582]","[0, 1]",BI,Jonction A29/A131,{'roadname': 'A29Ouest'}
5098,"[49.4818, 0.263719]","[0, 1]",EC,Z.I. Le Havre,"{'numero': '5', 'roadname': 'A29'}"
5099,"[49.4621, 0.476008]","[0, 1]",BI,Jonction A131/RD6178 (Sud Tancarville),{'roadname': 'A131'}
5100,"[49.4494, 0.548528]","[0, 1]",EC,Quillebeuf sur Seine,"{'numero': '29', 'roadname': 'A131'}"
5101,"[49.3841, 0.579548]","[-0.999145, 0.0413525]",AR,Josapha,{'roadname': 'A13'}
5102,"[49.3835, 0.600015]","[0.9964189999999999, -0.0845474]",AR,Le Moulin,{'roadname': 'A13'}
5103,"[49.3864, 0.602386]","[-0.642788, 0.766044]",BA,Barri&egrave;re de Bourneville,{'roadname': 'A131'}
5104,"[49.3822, 0.606004]","[0, 1]",BI,Jonction A13/A131,{'roadname': 'A131'}
5105,"[49.3877, 0.601279]","[0, 1]",EC,Bourneville,"{'numero': '28', 'roadname': 'A131'}"
5106,"[49.378, 0.622572]","[0, 1]",EC,Bourneville,"{'numero': '26', 'roadname': 'A13'}"
5107,"[49.3719, 0.6883819999999999]","[0.9996889999999999, -0.024955599999999998]",AR,Eturqueraye,{'roadname': 'A13'}
5108,"[49.5517, 0.335532]","[0.25881899999999997, 0.965926]",BA,Barri&egrave;re d&apos;Epretot,{'roadname': 'A29Ouest'}
5109,"[49.5543, 0.336649]","[0, 1]",EC,Saint Romain de Colbosc,"{'numero': '6', 'roadname': 'A29Ouest'}"
5110,"[49.5819, 0.43793499999999996]","[0, 1]",EC,Bolbec,"{'numero': '7', 'roadname': 'A29Ouest'}"
5111,"[49.6153, 0.546053]","[0.980989, 0.19406299999999999]",AS,Bolleville,{'roadname': 'A29Ouest'}
5112,"[49.6153, 0.546053]","[-0.9063819999999999, -0.42246000000000006]",AS,Bolleville,{'roadname': 'A29Ouest'}
5113,"[49.6304, 0.645527]","[0, 1]",EC,F&eacute;camp,"{'numero': '8', 'roadname': 'A29Ouest'}"
5114,"[49.6386, 0.692182]","[-0.970422, -0.241414]",AR,Ecretteville-l&egrave;s-Baons Nord,{'roadname': 'A29Ouest'}
5115,"[49.6386, 0.692182]","[0.9246789999999999, 0.380748]",AR,Ecretteville-l&egrave;s-Baons Sud,{'roadname': 'A29Ouest'}
5116,"[48.5084, 5.9127]","[-0.141074, -0.989999]",AR,Faverosse,{'roadname': 'A31'}
5117,"[48.5084, 5.9127]","[0.186353, 0.982483]",AR,Malvaux,{'roadname': 'A31'}
5118,"[48.5366, 5.90629]","[0, 1]",EC,Colombey les belles,"{'numero': '11', 'roadname': 'A31'}"
5119,"[48.6606, 5.90969]","[0.7071069999999999, 0.7071069999999999]",AS,Toul Chaudeney,{'roadname': 'A31'}
5120,"[48.6606, 5.90969]","[-0.7071069999999999, -0.7071069999999999]",AS,Toul Dommartin,{'roadname': 'A31'}
5121,"[48.6297, 5.8833400000000005]","[-0.0871557, 0.9961949999999999]",BA,Barri&egrave;re de Gye,{'roadname': 'A31'}
5122,"[48.6532, 5.88342]","[0, 1]",BI,Jonction A31/N4,"{'numero': '12', 'roadname': 'A31'}"
5123,"[48.8816, 6.09653]","[0, 1]",BI,Jonction A31/A313,{'roadname': 'A313'}
5124,"[48.8955, 6.07423]","[0, 1]",LI,Limite A313,{'roadname': 'A313'}
5125,"[48.5759, 6.17448]","[0, 1]",EC,Flavigny sur Moselle,"{'numero': '7', 'roadname': 'A330'}"
5126,"[48.5759, 6.17448]","[0, 1]",EC,Flavigny sur Moselle,"{'numero': '7', 'roadname': 'A330'}"
5127,"[48.6397, 6.1813]","[0, 1]",EC,Houdemont Les Egrez,"{'numero': '3', 'roadname': 'A330'}"
5128,"[48.6354, 6.18177]","[0, 1]",EC,Fl&eacute;ville,"{'numero': '4', 'roadname': 'A330'}"
5129,"[48.6264, 6.18367]","[0, 1]",BI,Jonction A33/A330,{'roadname': 'A330'}
5130,"[48.6641, 6.18924]","[0, 1]",LI,Fin A330,{'roadname': 'A330'}
5131,"[48.6501, 6.18148]","[0, 1]",EC,1/2 Echangeur Heillecourt,"{'numero': '2', 'roadname': 'A330'}"
5132,"[48.658500000000004, 6.18589]","[0, 1]",EC,1/2 Echangeur Vandoeuvre,"{'numero': '1', 'roadname': 'A330'}"
5133,"[48.6174, 6.18001]","[0, 1]",EC,Ludres,"{'numero': '5', 'roadname': 'A330'}"
5134,"[48.611, 6.17654]","[0, 1]",EC,Richardm&eacute;nil,"{'numero': '6', 'roadname': 'A330'}"
5135,"[48.6397, 6.1813]","[0, 1]",EC,1/2 Echangeur Houdemont Les Egrez,"{'numero': '3', 'roadname': 'A330'}"
5136,"[48.6501, 6.18148]","[0, 1]",EC,Heillecourt,"{'numero': '2', 'roadname': 'A330'}"
5137,"[48.6354, 6.18177]","[0, 1]",EC,Fl&eacute;ville,"{'numero': '4', 'roadname': 'A330'}"
5138,"[48.6174, 6.18001]","[0, 1]",EC,Ludres,"{'numero': '5', 'roadname': 'A330'}"
5139,"[48.607, 6.17433]","[-0.25881899999999997, -0.965926]",AS,Canal de l&apos;Est,{'roadname': 'A330'}
5140,"[48.658500000000004, 6.18589]","[0, 1]",EC,Vandoeuvre,"{'numero': '1', 'roadname': 'A330'}"
5141,"[48.9734, 7.06681]","[-0.34202000000000005, 0.939693]",AS,Keskastel Est,{'roadname': 'A4'}
5142,"[48.9734, 7.06681]","[0.34202000000000005, -0.939693]",AS,Keskastel Ouest,{'roadname': 'A4'}
5143,"[49.047, 6.99741]","[0.836669, -0.547709]",AR,Grundviller,{'roadname': 'A4'}
5144,"[49.047, 6.99741]","[-0.936611, 0.350371]",AR,Petit Hambach,{'roadname': 'A4'}
5145,"[49.0424, 7.02568]","[0, 1]",EC,Sarreguemines,"{'numero': '41', 'roadname': 'A4'}"
5146,"[48.5179, 7.58245]","[0, 1]",BI,Bifurcation A355/A352/A35,{'roadname': 'A355'}
5147,"[48.5016, 7.5694]","[0, 1]",LI,Limite A355 / A35,{'roadname': 'A355'}
5148,"[48.5994, 7.62103]","[0.422618, 0.906308]",BA,Barri&egrave;re d&apos;Ittenheim,{'roadname': 'A355'}
5149,"[48.5968, 7.61714]","[0, 1]",BI,Bifurcation Ittenheim,"{'numero': '2', 'roadname': 'A355'}"
